,id,observed_on,user.id,user.login,created_at,updated_at,quality_grade,license_code,uri,photo.url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,place_guess,positional_accuracy,public_positional_accuracy,taxon.geoprivacy,obscured,species_guess,taxon.preferred_common,iconic_taxon.name,taxon.id,taxon.rank,taxon.name,location,photo.id
0,30790051,2019-08-13 19:02:39-05:00,2115051,jkcook,2019-08-14 02:15:13+00:00,2019-09-23 02:19:12+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30790051,https://inaturalist-open-data.s3.amazonaws.com/photos/48124507/medium.jpeg?1565748927,,2,0,False,"Urbandale, IA 50322, USA",77.0,77.0,,False,Calopteryx maculata,Ebony Jewelwing,Insecta,84481,,,"[41.621928, -93.732823]",48124507
1,30790871,2019-08-13 19:50:14-05:00,2115051,jkcook,2019-08-14 02:31:48+00:00,2019-11-20 19:57:52+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30790871,https://inaturalist-open-data.s3.amazonaws.com/photos/48125766/medium.jpeg?1565749921,,2,0,False,"Urbandale, IA 50322, USA",24.0,24.0,open,False,Widow Skimmer,Widow Skimmer,Insecta,47934,,,"[41.6206524, -93.7309853]",48125766
2,30845487,2019-08-14 18:57:25-05:00,2115051,jkcook,2019-08-15 00:34:46+00:00,2019-10-01 14:49:46+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30845487,https://inaturalist-open-data.s3.amazonaws.com/photos/48216876/medium.jpeg?1565829292,"Not a good picture, but keeping as a placeholder until I can take a better one.",1,0,False,"Urbandale, IA 50322, USA",9.0,9.0,,False,Eastern Amberwing,Eastern Amberwing,Insecta,59776,,,"[41.62581755, -93.74138673]",48216876
3,30845527,2019-08-14 19:01:42-05:00,2115051,jkcook,2019-08-15 00:35:29+00:00,2020-07-05 18:23:09+00:00,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/30845527,https://inaturalist-open-data.s3.amazonaws.com/photos/48216911/medium.jpeg?1565829334,,1,0,False,"Urbandale, IA 50322, USA",25.0,25.0,,False,Narrow-winged Damselflies,Narrow-winged Damselflies,Insecta,47925,,,"[41.62610976, -93.74166766]",48216911
4,30846459,2019-08-14 19:53:54-05:00,2115051,jkcook,2019-08-15 00:56:41+00:00,2019-08-15 14:07:08+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30846459,https://inaturalist-open-data.s3.amazonaws.com/photos/48218767/medium.jpeg?1565830603,,2,0,False,"Urbandale, IA 50322, USA",12.0,12.0,,False,Ebony Jewelwing,Ebony Jewelwing,Insecta,84481,,,"[41.62276555, -93.73515878]",48218767
5,30906187,2019-08-15 15:35:00-05:00,2115051,jkcook,2019-08-16 00:25:32+00:00,2019-08-16 14:06:19+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30906187,https://inaturalist-open-data.s3.amazonaws.com/photos/48315365/medium.jpeg?1565914302,Male Ebony Jewelwing. Finally got a decent closeup of one of these guys!,2,0,False,"Walnut Creek, Urbandale, IA, USA",11.0,11.0,,False,Ebony Jewelwing,Ebony Jewelwing,Insecta,84481,,,"[41.6210500585, -93.7320543431]",48315365
6,30906190,2019-08-15 15:42:00-05:00,2115051,jkcook,2019-08-16 00:25:34+00:00,2019-08-31 16:17:26+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30906190,https://inaturalist-open-data.s3.amazonaws.com/photos/48315932/medium.jpeg?1565914660,,3,0,False,"Walnut Creek, Urbandale, IA, USA",4.0,4.0,,False,Ebony Jewelwing,Ebony Jewelwing,Insecta,84481,,,"[41.6209546846, -93.7320287025]",48315932
7,30906191,2019-08-15 15:45:00-05:00,2115051,jkcook,2019-08-16 00:25:35+00:00,2019-08-16 13:20:31+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30906191,https://inaturalist-open-data.s3.amazonaws.com/photos/48316088/medium.jpeg?1565914752,,3,0,False,"Urbandale, IA, USA",9.0,9.0,open,False,Blue-fronted Dancer,Blue-fronted Dancer,Insecta,47975,,,"[41.6201751292, -93.7312263344]",48316088
8,30906959,2019-08-15 16:41:00-05:00,2115051,jkcook,2019-08-16 00:44:03+00:00,2019-08-16 13:19:45+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30906959,https://inaturalist-open-data.s3.amazonaws.com/photos/48317409/medium.jpeg?1565915754,Another male Ebony Jewelwing hanging out in Walnut Creek,2,0,False,"Walnut Creek, Urbandale, IA, USA",7.0,7.0,,False,Ebony Jewelwing,Ebony Jewelwing,Insecta,84481,,,"[41.6198402359, -93.7309825075]",48317409
9,30906961,2019-08-15 16:42:00-05:00,2115051,jkcook,2019-08-16 00:44:03+00:00,2019-09-28 11:04:02+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30906961,https://inaturalist-open-data.s3.amazonaws.com/photos/48317721/medium.jpeg?1565915954,A female Ebony Jewelwing that appeared to be laying eggs on a plant right after mating. It let me get pretty close up while it was occupied.,3,0,False,"Walnut Creek, Urbandale, IA, USA",3.0,3.0,,False,Ebony Jewelwing,Ebony Jewelwing,Insecta,84481,,,"[41.6198204956, -93.7309893061]",48317721
10,30907791,2019-08-15 18:11:00-05:00,2115051,jkcook,2019-08-16 01:00:41+00:00,2019-11-20 19:57:22+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30907791,https://inaturalist-open-data.s3.amazonaws.com/photos/48319192/medium.jpeg?1565917050,,3,0,False,"Walnut Creek, Urbandale, IA, USA",12.0,12.0,open,False,Eastern Pondhawk,Eastern Pondhawk,Insecta,61495,,,"[41.6224091497, -93.7336539904]",48319192
11,30907793,2019-08-15 18:13:00-05:00,2115051,jkcook,2019-08-16 01:00:42+00:00,2019-11-20 19:57:19+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/30907793,https://inaturalist-open-data.s3.amazonaws.com/photos/48319353/medium.jpeg?1565917158,,2,0,False,"Walnut Creek, Urbandale, IA, USA",12.0,12.0,open,False,Widow Skimmer,Widow Skimmer,Insecta,47934,,,"[41.6224973719, -93.7338873427]",48319353
12,31026869,2019-08-17 15:49:23-05:00,2115051,jkcook,2019-08-18 00:59:29+00:00,2019-10-01 14:44:21+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/31026869,https://inaturalist-open-data.s3.amazonaws.com/photos/48518259/medium.jpeg?1566091242,,1,0,False,"Rochester, MN, USA",9.0,9.0,,False,Spotted Spreadwing,Spotted Spreadwing,Insecta,104422,,,"[44.06255581, -92.46127638]",48518259
13,31029313,2019-08-17 15:17:00-05:00,2115051,jkcook,2019-08-18 01:50:06+00:00,2020-08-29 16:24:59+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/31029313,https://inaturalist-open-data.s3.amazonaws.com/photos/48518487/medium.jpeg?1566091408,,2,0,False,"Foster-Arend Park, Rochester, MN, USA",100.0,100.0,open,False,Widow Skimmer,Widow Skimmer,Insecta,47934,,,"[44.065695, -92.464231]",48518487
14,31029314,2019-08-17 14:11:00-05:00,2115051,jkcook,2019-08-18 01:50:07+00:00,2019-08-19 01:57:19+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/31029314,https://inaturalist-open-data.s3.amazonaws.com/photos/48518759/medium.jpeg?1566091557,,1,0,False,"Foster-Arend Park, Rochester, MN, USA",24.0,24.0,open,False,Blue Dasher,Blue Dasher,Insecta,59774,,,"[44.0657898933, -92.4613127569]",48518759
15,31029324,2019-08-17 14:55:00-05:00,2115051,jkcook,2019-08-18 01:50:11+00:00,2021-03-06 16:14:57+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/31029324,https://inaturalist-open-data.s3.amazonaws.com/photos/48519884/medium.jpeg?1566092359,,2,0,False,"Foster-Arend Park, Rochester, MN, USA",15.0,15.0,,False,Great Spreadwing,Great Spreadwing,Insecta,94513,,,"[44.0656682682, -92.4642152181]",48519884
16,31029329,2019-08-17 14:58:00-05:00,2115051,jkcook,2019-08-18 01:50:14+00:00,2019-08-18 12:47:24+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/31029329,https://inaturalist-open-data.s3.amazonaws.com/photos/48520084/medium.jpeg?1566092469,,1,0,False,"Foster-Arend Park, Rochester, MN, USA",15.0,15.0,open,False,Widow Skimmer,Widow Skimmer,Insecta,47934,,,"[44.0656167696, -92.46427603]",48520084
17,31029761,2019-08-17 15:56:00-05:00,2115051,jkcook,2019-08-18 01:59:01+00:00,2019-08-18 18:50:02+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/31029761,https://inaturalist-open-data.s3.amazonaws.com/photos/48521570/medium.jpeg?1566093443,,1,0,False,"Foster-Arend Park, Rochester, MN, USA",1.0,1.0,open,False,Blue-fronted Dancer,Blue-fronted Dancer,Insecta,47975,,,"[44.062875415, -92.4621719949]",48521570
18,31824374,2019-08-27 16:46:38-05:00,2115051,jkcook,2019-08-31 01:33:01+00:00,2019-11-20 19:56:39+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/31824374,https://inaturalist-open-data.s3.amazonaws.com/photos/49851649/medium.jpg?1567216860,,1,0,False,"Johnston, IA, USA",12.0,12.0,open,False,Widow Skimmer,Widow Skimmer,Insecta,47934,,,"[41.67892887, -93.7302074]",49851649
19,31829648,2019-08-27 19:27:00-05:00,2115051,jkcook,2019-08-31 03:53:52+00:00,2019-11-20 19:56:36+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/31829648,https://inaturalist-open-data.s3.amazonaws.com/photos/49857883/medium.jpg?1567222520,,2,0,False,"Johnston, IA, USA",19.0,19.0,open,False,Common Green Darner,Common Green Darner,Insecta,67731,,,"[41.6680879508, -93.7301766181]",49857883
20,35903839,2019-09-18 17:58:00-05:00,2115051,jkcook,2019-11-21 01:15:49+00:00,2019-11-21 15:54:06+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/35903839,https://inaturalist-open-data.s3.amazonaws.com/photos/56676052/medium.jpg?1574298081,,1,0,False,"Jester Park, Granger, Iowa",10.0,10.0,,False,Familiar Bluet,Familiar Bluet,Insecta,99897,,,"[41.78417216, -93.79287221]",56676052
21,49357433,2020-06-11 20:22:00-05:00,2115051,jkcook,2020-06-12 18:59:09+00:00,2020-06-13 15:33:58+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/49357433,https://inaturalist-open-data.s3.amazonaws.com/photos/78352550/medium.jpg?1591988884,"Going off of the field guide 'Dragonflies and Damselfies of the East' pp.106, I think this is a male Stream Bluet. Identifying marks include:
* Joined postocular spot (blue 'dumbbell' shape on the back of the head)
* Blue/turquose eyes with black cap (the greenish part of the eyes are more visible in the last picture)
* Antehumeral stripe is narrower than the humeral stripe (blue stripes on the thorax surrounding the median (center) stripe, and outer black stripes next to them, respectively)
* Black 'V' shape on S8 (near the end of the abdomen)

I think that rules out the most similar-looking species - Azure, Skimming, and Turquoise Bluets.",1,0,False,"Walnut Creek, Urbandale, IA, USA",10.0,10.0,open,False,Stream Bluet,Stream Bluet,Insecta,99911,,,"[41.6187900504, -93.7301739389]",78352550
22,49364347,2020-06-11 19:46:00-05:00,2115051,jkcook,2020-06-12 20:07:26+00:00,2020-06-13 15:18:30+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/49364347,https://inaturalist-open-data.s3.amazonaws.com/photos/78362157/medium.jpg?1591992310,,1,0,False,"Walnut Creek, Urbandale, Iowa",10.0,10.0,,False,Ebony Jewelwing,Ebony Jewelwing,Insecta,84481,,,"[41.6189224, -93.73021885]",78362157
23,49877315,2020-06-15 14:26:00-05:00,2115051,jkcook,2020-06-16 20:30:55+00:00,2021-01-19 10:59:20+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/49877315,https://inaturalist-open-data.s3.amazonaws.com/photos/79188781/medium.jpg?1592338777,,1,0,False,"Polk, Iowa, United States",0.0,0.0,,False,Ebony Jewelwing,Ebony Jewelwing,Insecta,84481,,,"[41.6237404, -93.73611352]",79188781
24,49877320,2020-06-15 15:06:00-05:00,2115051,jkcook,2020-06-16 20:30:57+00:00,2020-08-02 21:37:04+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/49877320,https://inaturalist-open-data.s3.amazonaws.com/photos/79188858/medium.jpg?1592338800,,1,0,False,"Urbandale, IA, USA",10.0,10.0,open,False,Blue Dasher,Blue Dasher,Insecta,59774,,,"[41.625849, -93.74156185]",79188858
25,49885366,2020-06-13 17:55:00-05:00,2115051,jkcook,2020-06-16 21:55:22+00:00,2020-06-18 21:01:27+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/49885366,https://inaturalist-open-data.s3.amazonaws.com/photos/79201655/medium.jpg?1592343848,"I spent about a half hour trying to get pictures of this guy. Eventually, while distracted by a female, he flew straight into the side of a dock, bonked his noggin, and fell into the water.

I scooped him out and he seemed a bit dazed for awhile, and I was able to finally get a few decent pictures. Afterward, he just sat on my finger for a few more minutes, started beating his wings in place for awhile (I'm not sure why), and finally flew away.

It was really neat! Well worth the wait.",1,0,False,"Story County, IA, USA",15.0,15.0,,False,Common Baskettail,Common Baskettail,Insecta,100212,,,"[42.0690404888, -93.6772006247]",79201655
26,49888895,2020-06-13 17:38:00-05:00,2115051,jkcook,2020-06-16 22:37:16+00:00,2020-06-18 02:09:25+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/49888895,https://inaturalist-open-data.s3.amazonaws.com/photos/79404057/medium.jpg?1592446125,Separate observation for the female (shown in the last picture) here: https://www.inaturalist.org/observations/49889619,1,0,False,"Story County, IA, USA",15.0,15.0,,False,Enallagma signatum,Orange Bluet,Insecta,99924,,,"[42.0689858726, -93.6772016148]",79404057
27,49889619,2020-06-13 17:28:00-05:00,2115051,jkcook,2020-06-16 22:45:15+00:00,2020-06-16 23:28:10+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/49889619,https://inaturalist-open-data.s3.amazonaws.com/photos/79209844/medium.jpg?1592347471,Separate observation for the male here: https://www.inaturalist.org/observations/49888895,1,0,False,"Story County, IA, USA",15.0,15.0,,False,Orange Bluet,Orange Bluet,Insecta,99924,,,"[42.069013036, -93.677178369]",79209844
28,50362295,2020-06-20 20:41:00-05:00,2115051,jkcook,2020-06-21 03:32:29+00:00,2020-06-22 18:20:24+00:00,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/50362295,https://inaturalist-open-data.s3.amazonaws.com/photos/80079708/medium.jpg?1592758638,,1,0,False,"Walnut Creek, Urbandale, Iowa",5.0,5.0,,False,Dancers,Dancers,Insecta,47977,,,"[41.61887732, -93.73060581]",80079708
29,50432267,2020-06-20 20:46:00-05:00,2115051,jkcook,2020-06-21 16:45:46+00:00,2020-06-23 00:16:49+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/50432267,https://inaturalist-open-data.s3.amazonaws.com/photos/80076589/medium.jpg?1592757818,"In the last photo, I'm not sure if the color is off because of flash settings, or if it's a different individual with a more greenish body.",2,0,False,"Walnut Creek, Urbandale, Iowa",5.0,5.0,open,False,Stream Bluet,Stream Bluet,Insecta,99911,,,"[41.61891882, -93.73058682]",80076589
30,50616312,2020-06-20 20:44:00-05:00,2115051,jkcook,2020-06-23 00:16:08+00:00,2020-06-23 01:20:08+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/50616312,https://inaturalist-open-data.s3.amazonaws.com/photos/80379060/medium.jpg?1592871319,,1,0,False,"Walnut Creek, Urbandale, Iowa",5.0,5.0,,False,Eastern Forktail,Eastern Forktail,Insecta,84722,,,"[41.61889771, -93.73060226]",80379060
31,51647874,2020-07-01 14:30:00-05:00,2115051,jkcook,2020-07-02 00:53:19+00:00,2020-07-02 15:25:10+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/51647874,https://inaturalist-open-data.s3.amazonaws.com/photos/82069855/medium.jpg?1593650867,,1,0,False,"Clive, IA 50325, USA",0.0,0.0,open,False,Blue-fronted Dancer,Blue-fronted Dancer,Insecta,47975,,,"[41.60506642, -93.7394968]",82069855
32,51647886,2020-07-01 14:31:00-05:00,2115051,jkcook,2020-07-02 00:53:23+00:00,2020-07-02 15:24:28+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/51647886,https://inaturalist-open-data.s3.amazonaws.com/photos/82069874/medium.jpg?1593650876,,1,0,False,"Clive, IA 50325, USA",0.0,0.0,,False,American Rubyspot,American Rubyspot,Insecta,51761,,,"[41.60510252, -93.73950167]",82069874
33,66300627,2020-07-31 16:41:00-05:00,2115051,jkcook,2020-12-08 18:42:41+00:00,2020-12-09 16:36:07+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/66300627,https://inaturalist-open-data.s3.amazonaws.com/photos/106851150/medium.jpg?1607452771,,1,0,False,"Ames, Story County, Iowa",122.0,122.0,open,False,Eastern Pondhawk,Eastern Pondhawk,Insecta,61495,,,"[42.0684932634, -93.6773877767]",106851150
34,66300628,2020-07-31 16:46:00-05:00,2115051,jkcook,2020-12-08 18:42:41+00:00,2020-12-09 16:36:34+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/66300628,https://inaturalist-open-data.s3.amazonaws.com/photos/106851261/medium.jpg?1607452835,,1,0,False,"Story County, IA, USA",94.0,94.0,open,False,Widow Skimmer,Widow Skimmer,Insecta,47934,,,"[42.0684683505, -93.6773925607]",106851261
35,66301170,2020-08-04 15:26:00-05:00,2115051,jkcook,2020-12-08 18:59:06+00:00,2021-02-17 23:16:15+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/66301170,https://inaturalist-open-data.s3.amazonaws.com/photos/106852662/medium.jpg?1607453917,,1,0,False,"Iowa, US",100.0,27754.0,obscured,True,Argia plana,Springwater Dancer,Insecta,94566,,,"[41.6718858111, -93.6213255633]",106852662
36,83429924,2021-06-16 12:30:00-05:00,2115051,jkcook,2021-06-17 20:35:45+00:00,2021-06-18 13:46:15+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/83429924,https://inaturalist-open-data.s3.amazonaws.com/photos/137018288/medium.jpg?1623961265,"There were jewelwings all along the creek, but they seemed to especially like this particular log. There was a group of at least 30 of them in the immediate area.

Video: https://youtu.be/mc73rdLo8vk",2,0,False,"North Walnut Creek, Urbandale, Iowa",20.0,20.0,,False,Calopteryx maculata,Ebony Jewelwing,Insecta,84481,,,"[41.6225876285, -93.7345546423]",137018288
37,83429929,2021-06-16 12:50:00-05:00,2115051,jkcook,2021-06-17 20:35:46+00:00,2021-06-18 13:47:49+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/83429929,https://inaturalist-open-data.s3.amazonaws.com/photos/137020112/medium.jpg?1623961772,,2,0,False,"Urbandale, IA, USA",0.0,0.0,open,False,Stream Bluet,Stream Bluet,Insecta,99911,,,"[41.62249922, -93.73407863]",137020112
38,83429930,2021-06-16 12:38:00-05:00,2115051,jkcook,2021-06-17 20:35:47+00:00,2021-06-18 13:46:57+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/83429930,https://inaturalist-open-data.s3.amazonaws.com/photos/137018326/medium.jpg?1623961280,,2,0,False,"North Walnut Creek, Urbandale, Iowa",20.0,20.0,open,False,Blue-tipped Dancer,Blue-tipped Dancer,Insecta,94575,,,"[41.6226221282, -93.7345747588]",137018326
39,83429931,2021-06-16 12:53:00-05:00,2115051,jkcook,2021-06-17 20:35:47+00:00,2021-06-18 13:48:22+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/83429931,https://inaturalist-open-data.s3.amazonaws.com/photos/137018466/medium.jpg?1623961325,,2,0,False,"North Walnut Creek, Urbandale, Iowa",30.0,30.0,,False,Common Whitetail,Common Whitetail,Insecta,84549,,,"[41.6226079734, -93.7345060998]",137018466
40,85007050,2021-06-21 15:06:00-05:00,2115051,jkcook,2021-06-29 19:13:26+00:00,2021-06-30 14:51:31+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/85007050,https://inaturalist-open-data.s3.amazonaws.com/photos/139786996/medium.jpg?1624992615,,2,0,False,"North Walnut Creek, Urbandale, Iowa",30.0,30.0,,False,Common Whitetail,Common Whitetail,Insecta,84549,,,"[41.6226907448, -93.734667024]",139786996
41,85007051,2021-06-21 16:05:00-05:00,2115051,jkcook,2021-06-29 19:13:27+00:00,2021-06-29 23:20:57+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/85007051,https://inaturalist-open-data.s3.amazonaws.com/photos/139787139/medium.jpg?1624992661,,1,0,False,"Urbandale, Iowa",20.0,20.0,,False,Twelve-spotted Skimmer,Twelve-spotted Skimmer,Insecta,81495,,,"[41.6225713007, -93.7324960726]",139787139
42,85007054,2021-06-21 15:14:00-05:00,2115051,jkcook,2021-06-29 19:13:27+00:00,2021-09-03 01:41:37+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/85007054,https://inaturalist-open-data.s3.amazonaws.com/photos/139786787/medium.jpg?1624992560,,1,0,False,"North Walnut Creek, Urbandale, Iowa",30.0,30.0,open,False,Blue-fronted Dancer,Blue-fronted Dancer,Insecta,47975,,,"[41.6226277393, -93.7347190278]",139786787
43,85007058,2021-06-21 15:10:00-05:00,2115051,jkcook,2021-06-29 19:13:28+00:00,2021-06-30 14:50:31+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/85007058,https://inaturalist-open-data.s3.amazonaws.com/photos/139786780/medium.jpg?1624992555,,2,0,False,"North Walnut Creek, Urbandale, Iowa",30.0,30.0,open,False,Blue-tipped Dancer,Blue-tipped Dancer,Insecta,94575,,,"[41.6226197191, -93.7346358794]",139786780
44,85007059,2021-06-21 15:09:00-05:00,2115051,jkcook,2021-06-29 19:13:28+00:00,2021-06-29 19:13:28+00:00,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/85007059,https://inaturalist-open-data.s3.amazonaws.com/photos/139787348/medium.jpg?1624992716,,0,0,False,"North Walnut Creek, Urbandale, Iowa",30.0,30.0,,False,Argia,Dancers,Insecta,47977,,,"[41.622657815, -93.7346653837]",139787348
45,85007060,2021-06-21 15:21:00-05:00,2115051,jkcook,2021-06-29 19:13:28+00:00,2021-06-29 19:17:28+00:00,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/85007060,https://inaturalist-open-data.s3.amazonaws.com/photos/139786911/medium.jpg?1624992593,"Sadly this one appeared to be injured, but it was still moving. I found it struggling to climb out of the creek (4th picture), with damaged wings and abdomen.",0,0,False,"North Walnut Creek, Urbandale, Iowa",30.0,30.0,,False,Argia,Dancers,Insecta,47977,,,"[41.6226171529, -93.7345692459]",139786911
46,85007061,2021-06-21 15:11:00-05:00,2115051,jkcook,2021-06-29 19:13:29+00:00,2021-06-29 23:32:23+00:00,research,CC-BY-NC,https://www.inaturalist.org/observations/85007061,https://inaturalist-open-data.s3.amazonaws.com/photos/139787398/medium.jpg?1624992729,,1,0,False,"North Walnut Creek, Urbandale, Iowa",30.0,30.0,open,False,Blue-fronted Dancer,Blue-fronted Dancer,Insecta,47975,,,"[41.6226761823, -93.7348023355]",139787398
